id_depute,nom,prenom,lien,naissance_j,naissance_m,naissance_a,deces_j,deces_m,deces_a,groupe_parlementaire,departement
4107,Juskiewenski,Georges,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4107,16,3,1907,6,9,1974,Socialiste,Lot
4108,Juvénal,Max,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4108,22,11,1905,17,4,1985,Socialiste,Bouches-du-Rhône
4120,Keita,Modibo,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4120,4,6,1915,16,5,1977,Union démocratique et socialiste de la Résistance et du RDA,Soudan
4151,Konaté,Mamadou,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4151,1,1,1897,11,5,1956,Union démocratique et socialiste de la Résistance et du RDA,Soudan
4156,Kriegel-Valrimont,"Maurice, Benjamin",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4156,14,5,1914,2,7,2006,Communiste,Meurthe-et-Moselle
4229,Lacoste,Robert,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4229,5,7,1898,8,3,1989,Socialiste,Dordogne
4261,Laforest,Henri,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4261,19,7,1904,13,1,1989,Républicain radical et radical-socialiste,Dordogne
4297,Lamarque-Cando,Charles,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4297,12,1,1901,30,11,1989,Socialiste,Landes
4305,Lambert,Lucien,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4305,8,1,1905,25,9,1971,Communiste,Bouches-du-Rhône
4319,Lamps,René,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4319,5,11,1915,8,5,2007,Communiste,Somme
4344,Lapie,Pierre-Olivier,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4344,2,4,1901,10,3,1994,Socialiste,Meurthe-et-Moselle
4355,Lareppe,Pierre,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4355,10,10,1897,10,12,1972,Communiste,Ardennes
4373,Larue,Tony,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4373,18,7,1904,5,7,1995,Socialiste,Seine-Maritime
7538,Le Bail,Jean,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7538,26,2,1904,25,10,1965,Socialiste,Haute-Vienne
7551,Le Caroff,Guillaume,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7551,22,7,1914,30,11,1995,Communiste,Côtes-du-Nord
7573,Le Floch,André,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7573,12,7,1917,12,2,2012,Socialiste,Gironde
9615,Le Strat,Alexis,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/9615,14,7,1898,30,7,1970,Socialiste,Ille-et-Vilaine
7629,Le Troquer,André,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7629,27,10,1884,11,11,1963,Socialiste,Seine
7660,Leclercq,Claude,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7660,16,10,1914,6,7,1978,Républicain radical et radical-socialiste,Seine
7663,Lecoeur,"Constant, Gaston, Pierre, Joseph",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7663,16,11,1923,23,5,2000,Républicain radical et radical-socialiste,Seine-Maritime
7681,Leenhardt,"Francis, Emile, Daniel",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7681,24,4,1908,3,11,1983,Socialiste,Bouches-du-Rhône
7707,Lefranc,"Raymond, Marius",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7707,9,2,1916,6,7,1977,Communiste,Aisne
9088,Legagneux,Fernand,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/9088,27,1,1900,18,10,1972,Communiste,Seine-Maritime
7738,Lejeune,"Max, Marius, Achille",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7738,19,2,1909,22,11,1995,Socialiste,Somme
7757,Lempereur Née Nuez,"Rachel, Odile",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7757,14,2,1896,8,10,1980,Socialiste,Nord
7764,Lenormand,"André, Louis, Victor",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7764,1,9,1913,12,1,1984,Communiste,Calvados
7803,Leroy,"Roland, Eugène",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7803,4,5,1926,24,2,2019,Communiste,Seine-Maritime
7812,Lespiau,Jean,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7812,24,1,1922,13,11,1997,Communiste,Landes
7820,Letoquart,Léandre,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7820,4,6,1919,20,3,2004,Communiste,Pas-de-Calais
7832,Levindrey,Marcel,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7832,28,9,1897,2,12,1976,Socialiste,Aisne
7866,Lisette,"Gabriel, Francisco",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7866,2,4,1919,3,3,2001,Union démocratique et socialiste de la Résistance et du RDA,Tchad
7873,Llante,"Jean, Joseph, Vincent",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7873,9,12,1914,28,10,1985,Communiste,Haute-Garonne
4832,Loustau,"Kléber, Georges",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4832,5,2,1915,11,10,2008,Socialiste,Loir-et-Cher
4863,Mabrut,"Adrien, François",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4863,4,2,1901,25,2,1987,Socialiste,Puy-de-Dôme
4900,Mailhé,"Pierre, Charles, Alexandre",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4900,22,10,1909,30,11,1987,Républicain radical et radical-socialiste,Hautes-Pyrénées
4933,Malleret-Joinville,Alfred,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4933,15,12,1911,20,2,1960,Communiste,Seine
4949,Manceau,Robert,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4949,12,2,1913,28,12,2003,Communiste,Sarthe
4951,Mancey,"André, Jules, Victor",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4951,17,6,1913,26,12,1984,Communiste,Pas-de-Calais
4962,Mao,"Hervé, Marie",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4962,14,6,1913,15,4,1987,Socialiste,Finistère
4993,Margueritte,"Charles, Léon, Alphonse",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4993,6,7,1913,21,7,2002,Socialiste,Calvados
4995,Mariat,René,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4995,12,2,1911,30,11,1969,Communiste,Cher
4997,Marie,André,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4997,3,12,1897,12,6,1974,Républicain radical et radical-socialiste,Seine-Maritime
9093,Marin,Fernand,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/9093,19,3,1919,7,2,2016,Communiste,Vaucluse
5012,Maroselli,André,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5012,22,2,1893,7,4,1970,Républicain radical et radical-socialiste,Haute-Saône
5022,Marrane,Georges,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5022,20,1,1888,27,7,1976,Communiste,Seine
5030,Martel,Henri,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5030,3,7,1898,27,11,1982,Communiste,Nord
5038,Martin,"Gilbert, Henri, Albert",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5038,11,12,1899,29,10,1976,Républicain radical et radical-socialiste,Eure
5060,Marzin,Madeleine,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5060,21,7,1908,27,5,1998,Communiste,Seine
5074,Masse,"Jean, Clément",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5074,3,1,1911,10,7,1987,Socialiste,Bouches-du-Rhône
5083,Masson,Jean,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5083,8,9,1907,10,7,1964,Républicain radical et radical-socialiste,Haute-Marne
5106,Maton,Albert,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5106,3,1,1916,23,9,1997,Communiste,Nord
5136,Mayer,Daniel,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5136,29,4,1909,26,12,1996,Socialiste,Seine
5147,Mazier,Antoine,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5147,11,10,1908,6,12,1964,Socialiste,Côtes-du-Nord
5152,Mazuez,"Fernand, Pierre",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5152,16,1,1904,16,2,1968,Socialiste,Saône-et-Loire
9095,Mbida,André-Marie,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/9095,1,1,1917,2,5,1980,Socialiste,Cameroun
5176,Mendès France,"Pierre, Isaac, Isidore",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5176,11,1,1907,18,10,1982,Républicain radical et radical-socialiste,Eure
5192,Mercier,André,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5192,7,7,1901,22,11,1970,Communiste,Oise
9096,Mérigonde,Marcel,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/9096,18,2,1910,18,7,1984,Socialiste,Oise
5206,Merle,Toussaint,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5206,31,3,1911,24,5,1969,Communiste,Var
5226,Métayer,Pierre,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5226,26,7,1905,5,6,1979,Socialiste,Seine-et-Oise
5233,Meunier,Jean,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5233,19,5,1906,26,7,1975,Socialiste,Indre-et-Loire
5264,Michel,Maurice,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5264,26,5,1904,15,2,1984,Communiste,Drôme
5270,Midol,Lucien,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5270,24,9,1883,26,12,1979,Communiste,Seine-et-Oise
5295,Minjoz,Jean,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5295,12,10,1904,18,11,1987,Socialiste,Doubs
5312,Mitterrand,François,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5312,26,10,1916,8,1,1996,Union démocratique et socialiste de la Résistance et du RDA,Nièvre
5316,Moch,Jules,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5316,15,3,1893,31,7,1985,Socialiste,Hérault
5333,Mollet,"Guy, Alcide",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5333,31,12,1905,3,10,1975,Socialiste,Pas-de-Calais
5335,Mondon,"Raymond, Antoine, Charles",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5335,9,7,1917,6,7,1972,Communiste,La Réunion
5349,Monnerville,"Pierre, Alexandre, Just",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5349,24,2,1895,6,9,1970,Socialiste,Guadeloupe
5365,Montalat,"Jean, François, Etienne",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5365,12,7,1912,22,9,1971,Socialiste,Corrèze
5375,Montel,"Eugène, Georges, Léopold, Sully",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5375,5,6,1885,21,1,1966,Socialiste,Haute-Garonne
5397,Mora,Albert,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5397,4,4,1896,16,10,1959,Communiste,Basses-Pyrénées
5417,Morève,Roger,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5417,7,6,1897,27,9,1983,Républicain radical et radical-socialiste,Indre
5418,Morice,André,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5418,11,10,1900,17,1,1990,Républicain radical et radical-socialiste,Loire-Atlantique
5467,Mouton,Adrien,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5467,12,2,1902,19,6,1988,Communiste,Bouches-du-Rhône
5472,Mudry,Auguste,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5472,22,6,1913,6,5,1973,Communiste,Savoie
5490,Musmeaux,Arthur,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5490,24,6,1888,5,7,1981,Communiste,Nord
5500,Naegelen,Marcel-Edmond,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5500,17,1,1892,15,4,1978,Socialiste,Basses-Alpes
5514,Naudet,"Pierre, Henri, René",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5514,23,12,1922,17,12,1997,Républicain radical et radical-socialiste,Seine
5555,Ninine,"Jules, Benjamin, Emmanuel, Thaïs",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5555,8,10,1903,26,4,1969,Socialiste,Cameroun
5567,Noël,"Marcel, Gaston",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5567,6,2,1901,24,1,1973,Communiste,Aube
5579,Notebart,"Arthur, Gustave, Louis",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5579,12,7,1914,21,5,2002,Socialiste,Nord
5648,Pagès,"René, Alfred",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5648,18,5,1911,9,9,2001,Communiste,Hérault
5664,Palméro,"Jean, Barthélemy, Marius",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5664,17,12,1912,15,1,1999,Socialiste,Ardèche
5668,Panier,Claude,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5668,13,12,1912,20,2,1990,Républicain radical et radical-socialiste,Seine
5685,Parmentier,André,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5685,22,2,1912,28,7,1978,Socialiste,Pas-de-Calais
5722,Paul,Gabriel,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5722,27,1,1918,20,12,2015,Communiste,Finistère
5730,Paumier,"Bernard, Albert",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5730,2,12,1909,15,5,1995,Communiste,Loir-et-Cher
5761,Pélissou,"Marcel, Victor",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5761,15,5,1903,6,5,1987,Communiste,Tarn
5770,Penven,"Alphonse, François",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5770,3,11,1913,25,1,1994,Communiste,Finistère
5774,Perche,Maurice,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5774,15,10,1924,19,5,2017,Communiste,Eure-et-Loir
3189,Péri Dite Gabriel-Péri,Mathilde,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3189,7,6,1902,16,12,1981,Communiste,Seine-et-Oise
5801,Péron,Yves,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5801,2,7,1914,6,6,1971,Communiste,Dordogne
5916,Pierrard,André,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5916,3,10,1916,26,6,1997,Communiste,Nord
5925,Piette,Jacques,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5925,13,5,1916,2,4,1990,Socialiste,Yonne
5945,Pineau,Christian,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5945,14,10,1904,5,4,1995,Socialiste,Sarthe
5958,Pirot,Georges,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5958,17,2,1898,29,3,1982,Communiste,Indre
5964,Plaisance,Roland,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5964,31,7,1925,1,9,2017,Communiste,Eure
5980,Pleven,René,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5980,15,4,1901,13,1,1993,Union démocratique et socialiste de la Résistance et du RDA,Côtes-du-Nord
6458,Pourtalet,Henri,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6458,23,12,1899,3,7,1974,Communiste,Alpes-Maritimes
6480,Pranchère,Pierre,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6480,1,7,1927,,,,Communiste,Corrèze
6948,Prigent Dit Tanguy-Prigent François,Tanguy,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6948,11,10,1909,20,1,1970,Socialiste,Finistère
6500,Prin,Jeannette,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6500,8,6,1907,6,4,1970,Communiste,Pas-de-Calais
6512,Pronteau,Jean,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6512,31,7,1919,13,6,1984,Communiste,Charente
6515,Prot,"Louis, Victor",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6515,28,6,1889,19,10,1972,Communiste,Somme
6522,Provo,Victor,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6522,30,7,1903,4,10,1983,Socialiste,Nord
6554,Queuille,Henri,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6554,31,3,1884,15,6,1970,Républicain radical et radical-socialiste,Corrèze
6565,Rabaté,Maria,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6565,3,7,1900,9,2,1985,Communiste,Seine
6588,Ramadier,Paul,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6588,17,3,1888,14,10,1961,Socialiste,Aveyron
6595,Ramette,Arthur,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6595,12,10,1897,15,12,1988,Communiste,Nord
6596,Ramonet,Edouard,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6596,14,9,1909,4,12,1980,Républicain radical et radical-socialiste,Indre
6598,Ranoux,Roger,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6598,26,10,1921,9,7,2015,Communiste,Dordogne
6648,Regaudie,René,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6648,14,4,1908,23,1,2000,Socialiste,Haute-Vienne
6670,Renard,Adrien,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6670,7,7,1905,29,3,1979,Communiste,Aisne
6714,Reyraud,Renée,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6714,29,10,1904,2,1,1993,Communiste,Gironde
6756,Rieu,"Jean, Marc",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6756,22,5,1921,30,12,1972,Communiste,Gironde
6777,Rincent,Germain,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6777,30,10,1899,22,11,1986,Socialiste,Aube
6023,Roca Née Cau,Gilberte,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6023,18,2,1911,26,7,2004,Communiste,Gard
6041,Rochet,"Waldeck, Emile",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6041,5,4,1905,15,3,1983,Communiste,Saône-et-Loire
6062,Rolland,Jacques,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6062,14,10,1914,11,9,1999,Républicain radical et radical-socialiste,Seine
6078,Roquefort,Félix,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6078,12,12,1913,25,11,1982,Communiste,Aude
6111,Roucaute,Roger,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6111,20,4,1912,15,10,1991,Communiste,Ardèche
6110,Roucaute,Gabriel,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6110,25,4,1904,21,2,1960,Communiste,Gard
4858,Ruff dit Lussy,Charles,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4858,25,9,1883,17,10,1967,Socialiste,Vaucluse
6190,Ruffe,Hubert,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6190,29,7,1899,28,7,1995,Communiste,Lot-et-Garonne
6191,Rumeau,Marcelle,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6191,1,6,1912,1,3,1995,Communiste,Haute-Garonne
6206,Sagnol,Léon,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6206,5,10,1891,7,6,1991,Républicain radical et radical-socialiste,Haute-Loire
6302,Sauer,Raoul,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6302,19,3,1898,23,7,1972,Communiste,Aisne
6322,Savard,André,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6322,27,5,1911,25,2,1997,Communiste,Meuse
6323,Savary,Alain,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6323,25,4,1918,17,2,1988,Socialiste,Saint-Pierre-et-Miquelon
6369,Ségelle,Pierre,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6369,11,9,1899,8,10,1960,Socialiste,Loiret
6862,Sissoko,Fily-Dabo,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6862,1,1,1900,30,6,1964,Socialiste,Soudan
6882,Soulié,Michel,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6882,10,2,1916,15,5,1989,Républicain radical et radical-socialiste,Loire
6885,Souquès,Pierre,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6885,2,1,1910,10,4,2007,Républicain radical et radical-socialiste,Indre-et-Loire
6890,Soury,André,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6890,14,4,1924,23,5,2012,Communiste,Charente
7008,Thamier,Henri,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7008,10,2,1916,7,11,2001,Communiste,Lot
7020,Thibaud,Marcel,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7020,22,9,1896,1,7,1985,Communiste,Loire
7046,Thomas,Eugène,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7046,23,7,1903,29,1,1969,Socialiste,Nord
7061,Thoral,Ennemond,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7061,23,5,1905,25,3,1966,Socialiste,Loire
7063,Thorez,Maurice,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7063,28,4,1900,11,7,1964,Communiste,Seine
7091,Titeux,Camille,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7091,5,3,1910,3,7,1978,Socialiste,Ardennes
7101,Tony-Révillon,Marie,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7101,24,4,1891,11,1,1957,Républicain radical et radical-socialiste,Ain
7111,Touré,Sékou,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7111,9,1,1922,26,3,1984,Union démocratique et socialiste de la Résistance et du RDA,Guinée
7116,Tourné,"André, Sébastien, Joseph",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7116,9,7,1915,18,10,2001,Communiste,Pyrénées-Orientales
7120,Tourtaud,Auguste,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7120,3,7,1914,17,9,2006,Communiste,Creuse
7147,Trémouilhe,Raphaël,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7147,27,1,1891,12,12,1978,Républicain radical et radical-socialiste,Lot-et-Garonne
7153,Tricart,Jean,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7153,30,9,1915,27,11,2000,Communiste,Haute-Vienne
7169,Tsiranana,Philibert,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7169,1,1,1912,16,4,1978,Socialiste,Madagascar
7182,Tys,René,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7182,7,12,1920,29,1,1980,Communiste,Marne
7202,Vaillant-Couturier Née Vogel,Marie-Claude,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7202,3,11,1912,11,12,1996,Communiste,Seine
7207,Vallin,Camille,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7207,22,11,1918,9,7,2009,Communiste,Rhône
7209,Vals,Francis,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7209,9,1,1910,27,6,1974,Socialiste,Aude
7215,Védrines,Henri,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7215,19,11,1911,12,2,1995,Communiste,Allier
7220,Verdier,"Robert, Jean",http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7220,28,11,1910,27,2,2009,Socialiste,Seine
7221,Vergès,Paul,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7221,5,3,1925,12,11,2016,Communiste,La Réunion
7222,Vermeersch-Thorez,Jeannette,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7222,26,11,1910,5,11,2001,Communiste,Seine
7226,Véry-Hermence,Emmanuel,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7226,31,3,1904,19,6,1966,Socialiste,Martinique
7237,Villon-Ginsburger,Pierre,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7237,27,7,1901,6,11,1980,Communiste,Allier
7243,Vuillien,André,http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7243,9,2,1924,6,5,2016,Communiste,Saône-et-Loire
